season,round,race_name,circuit_id,circuit_name,country,locality,date,race_url
2014,10,German Grand Prix,hockenheimring,Hockenheimring,Germany,Hockenheim,2014-07-20,https://en.wikipedia.org/wiki/2014_German_Grand_Prix
2014,11,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2014-07-27,https://en.wikipedia.org/wiki/2014_Hungarian_Grand_Prix
2014,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2014-08-24,https://en.wikipedia.org/wiki/2014_Belgian_Grand_Prix
2014,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2014-09-07,https://en.wikipedia.org/wiki/2014_Italian_Grand_Prix
2014,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2014-09-21,https://en.wikipedia.org/wiki/2014_Singapore_Grand_Prix
2014,15,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2014-10-05,https://en.wikipedia.org/wiki/2014_Japanese_Grand_Prix
2014,16,Russian Grand Prix,sochi,Sochi Autodrom,Russia,Sochi,2014-10-12,https://en.wikipedia.org/wiki/2014_Russian_Grand_Prix
2014,17,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2014-11-02,https://en.wikipedia.org/wiki/2014_United_States_Grand_Prix
2014,18,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2014-11-09,https://en.wikipedia.org/wiki/2014_Brazilian_Grand_Prix
2014,19,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2014-11-23,https://en.wikipedia.org/wiki/2014_Abu_Dhabi_Grand_Prix
2015,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2015-03-15,https://en.wikipedia.org/wiki/2015_Australian_Grand_Prix
2015,2,Malaysian Grand Prix,sepang,Sepang International Circuit,Malaysia,Kuala Lumpur,2015-03-29,https://en.wikipedia.org/wiki/2015_Malaysian_Grand_Prix
2015,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,Shanghai,2015-04-12,https://en.wikipedia.org/wiki/2015_Chinese_Grand_Prix
2015,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2015-04-19,https://en.wikipedia.org/wiki/2015_Bahrain_Grand_Prix
2015,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2015-05-10,https://en.wikipedia.org/wiki/2015_Spanish_Grand_Prix
2015,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2015-05-24,https://en.wikipedia.org/wiki/2015_Monaco_Grand_Prix
2015,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2015-06-07,https://en.wikipedia.org/wiki/2015_Canadian_Grand_Prix
2015,8,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2015-06-21,https://en.wikipedia.org/wiki/2015_Austrian_Grand_Prix
2015,9,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2015-07-05,https://en.wikipedia.org/wiki/2015_British_Grand_Prix
2015,10,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2015-07-26,https://en.wikipedia.org/wiki/2015_Hungarian_Grand_Prix
2015,11,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2015-08-23,https://en.wikipedia.org/wiki/2015_Belgian_Grand_Prix
2015,12,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2015-09-06,https://en.wikipedia.org/wiki/2015_Italian_Grand_Prix
2015,13,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2015-09-20,https://en.wikipedia.org/wiki/2015_Singapore_Grand_Prix
2015,14,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2015-09-27,https://en.wikipedia.org/wiki/2015_Japanese_Grand_Prix
2015,15,Russian Grand Prix,sochi,Sochi Autodrom,Russia,Sochi,2015-10-11,https://en.wikipedia.org/wiki/2015_Russian_Grand_Prix
2015,16,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2015-10-25,https://en.wikipedia.org/wiki/2015_United_States_Grand_Prix
2015,17,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2015-11-01,https://en.wikipedia.org/wiki/2015_Mexican_Grand_Prix
2015,18,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2015-11-15,https://en.wikipedia.org/wiki/2015_Brazilian_Grand_Prix
2015,19,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2015-11-29,https://en.wikipedia.org/wiki/2015_Abu_Dhabi_Grand_Prix
2016,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2016-03-20,https://en.wikipedia.org/wiki/2016_Australian_Grand_Prix
2016,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2016-04-03,https://en.wikipedia.org/wiki/2016_Bahrain_Grand_Prix
2016,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,Shanghai,2016-04-17,https://en.wikipedia.org/wiki/2016_Chinese_Grand_Prix
2016,4,Russian Grand Prix,sochi,Sochi Autodrom,Russia,Sochi,2016-05-01,https://en.wikipedia.org/wiki/2016_Russian_Grand_Prix
2016,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2016-05-15,https://en.wikipedia.org/wiki/2016_Spanish_Grand_Prix
2016,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2016-05-29,https://en.wikipedia.org/wiki/2016_Monaco_Grand_Prix
2016,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2016-06-12,https://en.wikipedia.org/wiki/2016_Canadian_Grand_Prix
2016,8,European Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2016-06-19,https://en.wikipedia.org/wiki/2016_European_Grand_Prix
2016,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2016-07-03,https://en.wikipedia.org/wiki/2016_Austrian_Grand_Prix
2016,10,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2016-07-10,https://en.wikipedia.org/wiki/2016_British_Grand_Prix
2016,11,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2016-07-24,https://en.wikipedia.org/wiki/2016_Hungarian_Grand_Prix
2016,12,German Grand Prix,hockenheimring,Hockenheimring,Germany,Hockenheim,2016-07-31,https://en.wikipedia.org/wiki/2016_German_Grand_Prix
2016,13,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2016-08-28,https://en.wikipedia.org/wiki/2016_Belgian_Grand_Prix
2016,14,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2016-09-04,https://en.wikipedia.org/wiki/2016_Italian_Grand_Prix
2016,15,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2016-09-18,https://en.wikipedia.org/wiki/2016_Singapore_Grand_Prix
2016,16,Malaysian Grand Prix,sepang,Sepang International Circuit,Malaysia,Kuala Lumpur,2016-10-02,https://en.wikipedia.org/wiki/2016_Malaysian_Grand_Prix
2016,17,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2016-10-09,https://en.wikipedia.org/wiki/2016_Japanese_Grand_Prix
2016,18,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2016-10-23,https://en.wikipedia.org/wiki/2016_United_States_Grand_Prix
2016,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2016-10-30,https://en.wikipedia.org/wiki/2016_Mexican_Grand_Prix
2016,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2016-11-13,https://en.wikipedia.org/wiki/2016_Brazilian_Grand_Prix
2016,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2016-11-27,https://en.wikipedia.org/wiki/2016_Abu_Dhabi_Grand_Prix
2017,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2017-03-26,https://en.wikipedia.org/wiki/2017_Australian_Grand_Prix
2017,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,Shanghai,2017-04-09,https://en.wikipedia.org/wiki/2017_Chinese_Grand_Prix
2017,3,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2017-04-16,https://en.wikipedia.org/wiki/2017_Bahrain_Grand_Prix
2017,4,Russian Grand Prix,sochi,Sochi Autodrom,Russia,Sochi,2017-04-30,https://en.wikipedia.org/wiki/2017_Russian_Grand_Prix
2017,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2017-05-14,https://en.wikipedia.org/wiki/2017_Spanish_Grand_Prix
2017,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2017-05-28,https://en.wikipedia.org/wiki/2017_Monaco_Grand_Prix
2017,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2017-06-11,https://en.wikipedia.org/wiki/2017_Canadian_Grand_Prix
2017,8,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2017-06-25,https://en.wikipedia.org/wiki/2017_Azerbaijan_Grand_Prix
2017,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2017-07-09,https://en.wikipedia.org/wiki/2017_Austrian_Grand_Prix
2017,10,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2017-07-16,https://en.wikipedia.org/wiki/2017_British_Grand_Prix
2017,11,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2017-07-30,https://en.wikipedia.org/wiki/2017_Hungarian_Grand_Prix
2017,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2017-08-27,https://en.wikipedia.org/wiki/2017_Belgian_Grand_Prix
2017,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2017-09-03,https://en.wikipedia.org/wiki/2017_Italian_Grand_Prix
2017,14,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2017-09-17,https://en.wikipedia.org/wiki/2017_Singapore_Grand_Prix
2017,15,Malaysian Grand Prix,sepang,Sepang International Circuit,Malaysia,Kuala Lumpur,2017-10-01,https://en.wikipedia.org/wiki/2017_Malaysian_Grand_Prix
2017,16,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2017-10-08,https://en.wikipedia.org/wiki/2017_Japanese_Grand_Prix
2017,17,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2017-10-22,https://en.wikipedia.org/wiki/2017_United_States_Grand_Prix
2017,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2017-10-29,https://en.wikipedia.org/wiki/2017_Mexican_Grand_Prix
2017,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2017-11-12,https://en.wikipedia.org/wiki/2017_Brazilian_Grand_Prix
2017,20,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2017-11-26,https://en.wikipedia.org/wiki/2017_Abu_Dhabi_Grand_Prix
2018,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2018-03-25,https://en.wikipedia.org/wiki/2018_Australian_Grand_Prix
2018,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2018-04-08,https://en.wikipedia.org/wiki/2018_Bahrain_Grand_Prix
2018,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,Shanghai,2018-04-15,https://en.wikipedia.org/wiki/2018_Chinese_Grand_Prix
2018,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2018-04-29,https://en.wikipedia.org/wiki/2018_Azerbaijan_Grand_Prix
2018,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2018-05-13,https://en.wikipedia.org/wiki/2018_Spanish_Grand_Prix
2018,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2018-05-27,https://en.wikipedia.org/wiki/2018_Monaco_Grand_Prix
2018,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2018-06-10,https://en.wikipedia.org/wiki/2018_Canadian_Grand_Prix
2018,8,French Grand Prix,ricard,Circuit Paul Ricard,France,Le Castellet,2018-06-24,https://en.wikipedia.org/wiki/2018_French_Grand_Prix
2018,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2018-07-01,https://en.wikipedia.org/wiki/2018_Austrian_Grand_Prix
2018,10,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2018-07-08,https://en.wikipedia.org/wiki/2018_British_Grand_Prix
2018,11,German Grand Prix,hockenheimring,Hockenheimring,Germany,Hockenheim,2018-07-22,https://en.wikipedia.org/wiki/2018_German_Grand_Prix
2018,12,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2018-07-29,https://en.wikipedia.org/wiki/2018_Hungarian_Grand_Prix
2018,13,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2018-08-26,https://en.wikipedia.org/wiki/2018_Belgian_Grand_Prix
2018,14,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2018-09-02,https://en.wikipedia.org/wiki/2018_Italian_Grand_Prix
2018,15,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2018-09-16,https://en.wikipedia.org/wiki/2018_Singapore_Grand_Prix
2018,16,Russian Grand Prix,sochi,Sochi Autodrom,Russia,Sochi,2018-09-30,https://en.wikipedia.org/wiki/2018_Russian_Grand_Prix
2018,17,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2018-10-07,https://en.wikipedia.org/wiki/2018_Japanese_Grand_Prix
2018,18,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2018-10-21,https://en.wikipedia.org/wiki/2018_United_States_Grand_Prix
2018,19,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2018-10-28,https://en.wikipedia.org/wiki/2018_Mexican_Grand_Prix
2018,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2018-11-11,https://en.wikipedia.org/wiki/2018_Brazilian_Grand_Prix
2018,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2018-11-25,https://en.wikipedia.org/wiki/2018_Abu_Dhabi_Grand_Prix
2019,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2019-03-17,https://en.wikipedia.org/wiki/2019_Australian_Grand_Prix
2019,2,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2019-03-31,https://en.wikipedia.org/wiki/2019_Bahrain_Grand_Prix
2019,3,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,Shanghai,2019-04-14,https://en.wikipedia.org/wiki/2019_Chinese_Grand_Prix
2019,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2019-04-28,https://en.wikipedia.org/wiki/2019_Azerbaijan_Grand_Prix
2019,5,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2019-05-12,https://en.wikipedia.org/wiki/2019_Spanish_Grand_Prix
2019,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2019-05-26,https://en.wikipedia.org/wiki/2019_Monaco_Grand_Prix
2019,7,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2019-06-09,https://en.wikipedia.org/wiki/2019_Canadian_Grand_Prix
2019,8,French Grand Prix,ricard,Circuit Paul Ricard,France,Le Castellet,2019-06-23,https://en.wikipedia.org/wiki/2019_French_Grand_Prix
2019,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2019-06-30,https://en.wikipedia.org/wiki/2019_Austrian_Grand_Prix
2019,10,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2019-07-14,https://en.wikipedia.org/wiki/2019_British_Grand_Prix
2019,11,German Grand Prix,hockenheimring,Hockenheimring,Germany,Hockenheim,2019-07-28,https://en.wikipedia.org/wiki/2019_German_Grand_Prix
2019,12,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2019-08-04,https://en.wikipedia.org/wiki/2019_Hungarian_Grand_Prix
2019,13,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2019-09-01,https://en.wikipedia.org/wiki/2019_Belgian_Grand_Prix
2019,14,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2019-09-08,https://en.wikipedia.org/wiki/2019_Italian_Grand_Prix
2019,15,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2019-09-22,https://en.wikipedia.org/wiki/2019_Singapore_Grand_Prix
2019,16,Russian Grand Prix,sochi,Sochi Autodrom,Russia,Sochi,2019-09-29,https://en.wikipedia.org/wiki/2019_Russian_Grand_Prix
2019,17,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2019-10-13,https://en.wikipedia.org/wiki/2019_Japanese_Grand_Prix
2019,18,Mexican Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2019-10-27,https://en.wikipedia.org/wiki/2019_Mexican_Grand_Prix
2019,19,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2019-11-03,https://en.wikipedia.org/wiki/2019_United_States_Grand_Prix
2019,20,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2019-11-17,https://en.wikipedia.org/wiki/2019_Brazilian_Grand_Prix
2019,21,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2019-12-01,https://en.wikipedia.org/wiki/2019_Abu_Dhabi_Grand_Prix
2020,1,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2020-07-05,https://en.wikipedia.org/wiki/2020_Austrian_Grand_Prix
2020,2,Styrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2020-07-12,https://en.wikipedia.org/wiki/2020_Styrian_Grand_Prix
2020,3,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2020-07-19,https://en.wikipedia.org/wiki/2020_Hungarian_Grand_Prix
2020,4,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2020-08-02,https://en.wikipedia.org/wiki/2020_British_Grand_Prix
2020,5,70th Anniversary Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2020-08-09,https://en.wikipedia.org/wiki/70th_Anniversary_Grand_Prix
2020,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2020-08-16,https://en.wikipedia.org/wiki/2020_Spanish_Grand_Prix
2020,7,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2020-08-30,https://en.wikipedia.org/wiki/2020_Belgian_Grand_Prix
2020,8,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2020-09-06,https://en.wikipedia.org/wiki/2020_Italian_Grand_Prix
2020,9,Tuscan Grand Prix,mugello,Autodromo Internazionale del Mugello,Italy,Mugello,2020-09-13,https://en.wikipedia.org/wiki/2020_Tuscan_Grand_Prix
2020,10,Russian Grand Prix,sochi,Sochi Autodrom,Russia,Sochi,2020-09-27,https://en.wikipedia.org/wiki/2020_Russian_Grand_Prix
2020,11,Eifel Grand Prix,nurburgring,Nürburgring,Germany,Nürburg,2020-10-11,https://en.wikipedia.org/wiki/2020_Eifel_Grand_Prix
2020,12,Portuguese Grand Prix,portimao,Autódromo Internacional do Algarve,Portugal,Portimão,2020-10-25,https://en.wikipedia.org/wiki/2020_Portuguese_Grand_Prix
2020,13,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,Imola,2020-11-01,https://en.wikipedia.org/wiki/2020_Emilia_Romagna_Grand_Prix
2020,14,Turkish Grand Prix,istanbul,Istanbul Park,Turkey,Istanbul,2020-11-15,https://en.wikipedia.org/wiki/2020_Turkish_Grand_Prix
2020,15,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2020-11-29,https://en.wikipedia.org/wiki/2020_Bahrain_Grand_Prix
2020,16,Sakhir Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2020-12-06,https://en.wikipedia.org/wiki/2020_Sakhir_Grand_Prix
2020,17,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2020-12-13,https://en.wikipedia.org/wiki/2020_Abu_Dhabi_Grand_Prix
2021,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2021-03-28,https://en.wikipedia.org/wiki/2021_Bahrain_Grand_Prix
2021,2,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,Imola,2021-04-18,https://en.wikipedia.org/wiki/2021_Emilia_Romagna_Grand_Prix
2021,3,Portuguese Grand Prix,portimao,Autódromo Internacional do Algarve,Portugal,Portimão,2021-05-02,https://en.wikipedia.org/wiki/2021_Portuguese_Grand_Prix
