season,round,race_name,circuit_id,circuit_name,country,locality,date,race_url
2021,4,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2021-05-09,https://en.wikipedia.org/wiki/2021_Spanish_Grand_Prix
2021,5,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2021-05-23,https://en.wikipedia.org/wiki/2021_Monaco_Grand_Prix
2021,6,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2021-06-06,https://en.wikipedia.org/wiki/2021_Azerbaijan_Grand_Prix
2021,7,French Grand Prix,ricard,Circuit Paul Ricard,France,Le Castellet,2021-06-20,https://en.wikipedia.org/wiki/2021_French_Grand_Prix
2021,8,Styrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2021-06-27,https://en.wikipedia.org/wiki/2021_Styrian_Grand_Prix
2021,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2021-07-04,https://en.wikipedia.org/wiki/2021_Austrian_Grand_Prix
2021,10,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2021-07-18,https://en.wikipedia.org/wiki/2021_British_Grand_Prix
2021,11,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2021-08-01,https://en.wikipedia.org/wiki/2021_Hungarian_Grand_Prix
2021,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2021-08-29,https://en.wikipedia.org/wiki/2021_Belgian_Grand_Prix
2021,13,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,Zandvoort,2021-09-05,https://en.wikipedia.org/wiki/2021_Dutch_Grand_Prix
2021,14,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2021-09-12,https://en.wikipedia.org/wiki/2021_Italian_Grand_Prix
2021,15,Russian Grand Prix,sochi,Sochi Autodrom,Russia,Sochi,2021-09-26,https://en.wikipedia.org/wiki/2021_Russian_Grand_Prix
2021,16,Turkish Grand Prix,istanbul,Istanbul Park,Turkey,Istanbul,2021-10-10,https://en.wikipedia.org/wiki/2021_Turkish_Grand_Prix
2021,17,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2021-10-24,https://en.wikipedia.org/wiki/2021_United_States_Grand_Prix
2021,18,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2021-11-07,https://en.wikipedia.org/wiki/2021_Mexico_City_Grand_Prix
2021,19,São Paulo Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2021-11-14,https://en.wikipedia.org/wiki/2021_S%C3%A3o_Paulo_Grand_Prix
2021,20,Qatar Grand Prix,losail,Losail International Circuit,Qatar,Lusail,2021-11-21,https://en.wikipedia.org/wiki/2021_Qatar_Grand_Prix
2021,21,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,Jeddah,2021-12-05,https://en.wikipedia.org/wiki/2021_Saudi_Arabian_Grand_Prix
2021,22,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2021-12-12,https://en.wikipedia.org/wiki/2021_Abu_Dhabi_Grand_Prix
2022,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2022-03-20,https://en.wikipedia.org/wiki/2022_Bahrain_Grand_Prix
2022,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,Jeddah,2022-03-27,https://en.wikipedia.org/wiki/2022_Saudi_Arabian_Grand_Prix
2022,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2022-04-10,https://en.wikipedia.org/wiki/2022_Australian_Grand_Prix
2022,4,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,Imola,2022-04-24,https://en.wikipedia.org/wiki/2022_Emilia_Romagna_Grand_Prix
2022,5,Miami Grand Prix,miami,Miami International Autodrome,USA,Miami,2022-05-08,https://en.wikipedia.org/wiki/2022_Miami_Grand_Prix
2022,6,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2022-05-22,https://en.wikipedia.org/wiki/2022_Spanish_Grand_Prix
2022,7,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2022-05-29,https://en.wikipedia.org/wiki/2022_Monaco_Grand_Prix
2022,8,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2022-06-12,https://en.wikipedia.org/wiki/2022_Azerbaijan_Grand_Prix
2022,9,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2022-06-19,https://en.wikipedia.org/wiki/2022_Canadian_Grand_Prix
2022,10,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2022-07-03,https://en.wikipedia.org/wiki/2022_British_Grand_Prix
2022,11,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2022-07-10,https://en.wikipedia.org/wiki/2022_Austrian_Grand_Prix
2022,12,French Grand Prix,ricard,Circuit Paul Ricard,France,Le Castellet,2022-07-24,https://en.wikipedia.org/wiki/2022_French_Grand_Prix
2022,13,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2022-07-31,https://en.wikipedia.org/wiki/2022_Hungarian_Grand_Prix
2022,14,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2022-08-28,https://en.wikipedia.org/wiki/2022_Belgian_Grand_Prix
2022,15,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,Zandvoort,2022-09-04,https://en.wikipedia.org/wiki/2022_Dutch_Grand_Prix
2022,16,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2022-09-11,https://en.wikipedia.org/wiki/2022_Italian_Grand_Prix
2022,17,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2022-10-02,https://en.wikipedia.org/wiki/2022_Singapore_Grand_Prix
2022,18,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2022-10-09,https://en.wikipedia.org/wiki/2022_Japanese_Grand_Prix
2022,19,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2022-10-23,https://en.wikipedia.org/wiki/2022_United_States_Grand_Prix
2022,20,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2022-10-30,https://en.wikipedia.org/wiki/2022_Mexico_City_Grand_Prix
2022,21,São Paulo Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2022-11-13,https://en.wikipedia.org/wiki/2022_São_Paulo_Grand_Prix
2022,22,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2022-11-20,https://en.wikipedia.org/wiki/2022_Abu_Dhabi_Grand_Prix
2023,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2023-03-05,https://en.wikipedia.org/wiki/2023_Bahrain_Grand_Prix
2023,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,Jeddah,2023-03-19,https://en.wikipedia.org/wiki/2023_Saudi_Arabian_Grand_Prix
2023,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2023-04-02,https://en.wikipedia.org/wiki/2023_Australian_Grand_Prix
2023,4,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2023-04-30,https://en.wikipedia.org/wiki/2023_Azerbaijan_Grand_Prix
2023,5,Miami Grand Prix,miami,Miami International Autodrome,USA,Miami,2023-05-07,https://en.wikipedia.org/wiki/2023_Miami_Grand_Prix
2023,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2023-05-28,https://en.wikipedia.org/wiki/2023_Monaco_Grand_Prix
2023,7,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2023-06-04,https://en.wikipedia.org/wiki/2023_Spanish_Grand_Prix
2023,8,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2023-06-18,https://en.wikipedia.org/wiki/2023_Canadian_Grand_Prix
2023,9,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2023-07-02,https://en.wikipedia.org/wiki/2023_Austrian_Grand_Prix
2023,10,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2023-07-09,https://en.wikipedia.org/wiki/2023_British_Grand_Prix
2023,11,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2023-07-23,https://en.wikipedia.org/wiki/2023_Hungarian_Grand_Prix
2023,12,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2023-07-30,https://en.wikipedia.org/wiki/2023_Belgian_Grand_Prix
2023,13,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,Zandvoort,2023-08-27,https://en.wikipedia.org/wiki/2023_Dutch_Grand_Prix
2023,14,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2023-09-03,https://en.wikipedia.org/wiki/2023_Italian_Grand_Prix
2023,15,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2023-09-17,https://en.wikipedia.org/wiki/2023_Singapore_Grand_Prix
2023,16,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2023-09-24,https://en.wikipedia.org/wiki/2023_Japanese_Grand_Prix
2023,17,Qatar Grand Prix,losail,Losail International Circuit,Qatar,Lusail,2023-10-08,https://en.wikipedia.org/wiki/2023_Qatar_Grand_Prix
2023,18,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2023-10-22,https://en.wikipedia.org/wiki/2023_United_States_Grand_Prix
2023,19,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2023-10-29,https://en.wikipedia.org/wiki/2023_Mexico_City_Grand_Prix
2023,20,São Paulo Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2023-11-05,https://en.wikipedia.org/wiki/2023_S%C3%A3o_Paulo_Grand_Prix
2023,21,Las Vegas Grand Prix,vegas,Las Vegas Strip Street Circuit,USA,Las Vegas,2023-11-19,https://en.wikipedia.org/wiki/2023_Las_Vegas_Grand_Prix
2023,22,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2023-11-26,https://en.wikipedia.org/wiki/2023_Abu_Dhabi_Grand_Prix
2024,1,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2024-03-02,https://en.wikipedia.org/wiki/2024_Bahrain_Grand_Prix
2024,2,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,Jeddah,2024-03-09,https://en.wikipedia.org/wiki/2024_Saudi_Arabian_Grand_Prix
2024,3,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2024-03-24,https://en.wikipedia.org/wiki/2024_Australian_Grand_Prix
2024,4,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2024-04-07,https://en.wikipedia.org/wiki/2024_Japanese_Grand_Prix
2024,5,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,Shanghai,2024-04-21,https://en.wikipedia.org/wiki/2024_Chinese_Grand_Prix
2024,6,Miami Grand Prix,miami,Miami International Autodrome,USA,Miami,2024-05-05,https://en.wikipedia.org/wiki/2024_Miami_Grand_Prix
2024,7,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,Imola,2024-05-19,https://en.wikipedia.org/wiki/2024_Emilia_Romagna_Grand_Prix
2024,8,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2024-05-26,https://en.wikipedia.org/wiki/2024_Monaco_Grand_Prix
2024,9,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2024-06-09,https://en.wikipedia.org/wiki/2024_Canadian_Grand_Prix
2024,10,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2024-06-23,https://en.wikipedia.org/wiki/2024_Spanish_Grand_Prix
2024,11,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2024-06-30,https://en.wikipedia.org/wiki/2024_Austrian_Grand_Prix
2024,12,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2024-07-07,https://en.wikipedia.org/wiki/2024_British_Grand_Prix
2024,13,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2024-07-21,https://en.wikipedia.org/wiki/2024_Hungarian_Grand_Prix
2024,14,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2024-07-28,https://en.wikipedia.org/wiki/2024_Belgian_Grand_Prix
2024,15,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,Zandvoort,2024-08-25,https://en.wikipedia.org/wiki/2024_Dutch_Grand_Prix
2024,16,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2024-09-01,https://en.wikipedia.org/wiki/2024_Italian_Grand_Prix
2024,17,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2024-09-15,https://en.wikipedia.org/wiki/2024_Azerbaijan_Grand_Prix
2024,18,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2024-09-22,https://en.wikipedia.org/wiki/2024_Singapore_Grand_Prix
2024,19,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2024-10-20,https://en.wikipedia.org/wiki/2024_United_States_Grand_Prix
2024,20,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2024-10-27,https://en.wikipedia.org/wiki/2024_Mexico_City_Grand_Prix
2024,21,São Paulo Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2024-11-03,https://en.wikipedia.org/wiki/2024_S%C3%A3o_Paulo_Grand_Prix
2024,22,Las Vegas Grand Prix,vegas,Las Vegas Strip Street Circuit,USA,Las Vegas,2024-11-23,https://en.wikipedia.org/wiki/2024_Las_Vegas_Grand_Prix
2024,23,Qatar Grand Prix,losail,Losail International Circuit,Qatar,Lusail,2024-12-01,https://en.wikipedia.org/wiki/2024_Qatar_Grand_Prix
2024,24,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2024-12-08,https://en.wikipedia.org/wiki/2024_Abu_Dhabi_Grand_Prix
2025,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2025-03-16,https://en.wikipedia.org/wiki/2025_Australian_Grand_Prix
2025,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,Shanghai,2025-03-23,https://en.wikipedia.org/wiki/2025_Chinese_Grand_Prix
2025,3,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2025-04-06,https://en.wikipedia.org/wiki/2025_Japanese_Grand_Prix
2025,4,Bahrain Grand Prix,bahrain,Bahrain International Circuit,Bahrain,Sakhir,2025-04-13,https://en.wikipedia.org/wiki/2025_Bahrain_Grand_Prix
2025,5,Saudi Arabian Grand Prix,jeddah,Jeddah Corniche Circuit,Saudi Arabia,Jeddah,2025-04-20,https://en.wikipedia.org/wiki/2025_Saudi_Arabian_Grand_Prix
2025,6,Miami Grand Prix,miami,Miami International Autodrome,USA,Miami,2025-05-04,https://en.wikipedia.org/wiki/2025_Miami_Grand_Prix
2025,7,Emilia Romagna Grand Prix,imola,Autodromo Enzo e Dino Ferrari,Italy,Imola,2025-05-18,https://en.wikipedia.org/wiki/2025_Emilia_Romagna_Grand_Prix
2025,8,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2025-05-25,https://en.wikipedia.org/wiki/2025_Monaco_Grand_Prix
2025,9,Spanish Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2025-06-01,https://en.wikipedia.org/wiki/2025_Spanish_Grand_Prix
2025,10,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2025-06-15,https://en.wikipedia.org/wiki/2025_Canadian_Grand_Prix
2025,11,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2025-06-29,https://en.wikipedia.org/wiki/2025_Austrian_Grand_Prix
2025,12,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2025-07-06,https://en.wikipedia.org/wiki/2025_British_Grand_Prix
2025,13,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2025-07-27,https://en.wikipedia.org/wiki/2025_Belgian_Grand_Prix
2025,14,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2025-08-03,https://en.wikipedia.org/wiki/2025_Hungarian_Grand_Prix
2025,15,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,Zandvoort,2025-08-31,https://en.wikipedia.org/wiki/2025_Dutch_Grand_Prix
2025,16,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2025-09-07,https://en.wikipedia.org/wiki/2025_Italian_Grand_Prix
2025,17,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2025-09-21,https://en.wikipedia.org/wiki/2025_Azerbaijan_Grand_Prix
2025,18,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2025-10-05,https://en.wikipedia.org/wiki/2025_Singapore_Grand_Prix
2025,19,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2025-10-19,https://en.wikipedia.org/wiki/2025_United_States_Grand_Prix
2025,20,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2025-10-26,https://en.wikipedia.org/wiki/2025_Mexico_City_Grand_Prix
2025,21,São Paulo Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2025-11-09,https://en.wikipedia.org/wiki/2025_S%C3%A3o_Paulo_Grand_Prix
2025,22,Las Vegas Grand Prix,vegas,Las Vegas Strip Street Circuit,USA,Las Vegas,2025-11-23,https://en.wikipedia.org/wiki/2025_Las_Vegas_Grand_Prix
2025,23,Qatar Grand Prix,losail,Losail International Circuit,Qatar,Lusail,2025-11-30,https://en.wikipedia.org/wiki/2025_Qatar_Grand_Prix
2025,24,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2025-12-07,https://en.wikipedia.org/wiki/2025_Abu_Dhabi_Grand_Prix
2026,1,Australian Grand Prix,albert_park,Albert Park Grand Prix Circuit,Australia,Melbourne,2026-03-08,https://en.wikipedia.org/wiki/2026_Australian_Grand_Prix
2026,2,Chinese Grand Prix,shanghai,Shanghai International Circuit,China,Shanghai,2026-03-15,https://en.wikipedia.org/wiki/2026_Chinese_Grand_Prix
2026,3,Japanese Grand Prix,suzuka,Suzuka Circuit,Japan,Suzuka,2026-03-29,https://en.wikipedia.org/wiki/2026_Japanese_Grand_Prix
2026,4,Miami Grand Prix,miami,Miami International Autodrome,USA,Miami,2026-05-03,https://en.wikipedia.org/wiki/2026_Miami_Grand_Prix
2026,5,Canadian Grand Prix,villeneuve,Circuit Gilles Villeneuve,Canada,Montreal,2026-05-24,https://en.wikipedia.org/wiki/2026_Canadian_Grand_Prix
2026,6,Monaco Grand Prix,monaco,Circuit de Monaco,Monaco,Monte Carlo,2026-06-07,https://en.wikipedia.org/wiki/2026_Monaco_Grand_Prix
2026,7,Barcelona Grand Prix,catalunya,Circuit de Barcelona-Catalunya,Spain,Barcelona,2026-06-14,https://en.wikipedia.org/wiki/2026_Barcelona-Catalunya
2026,8,Austrian Grand Prix,red_bull_ring,Red Bull Ring,Austria,Spielberg,2026-06-28,https://en.wikipedia.org/wiki/2026_Austrian_Grand_Prix
2026,9,British Grand Prix,silverstone,Silverstone Circuit,UK,Silverstone,2026-07-05,https://en.wikipedia.org/wiki/2026_British_Grand_Prix
2026,10,Belgian Grand Prix,spa,Circuit de Spa-Francorchamps,Belgium,Spa,2026-07-19,https://en.wikipedia.org/wiki/2026_Belgian_Grand_Prix
2026,11,Hungarian Grand Prix,hungaroring,Hungaroring,Hungary,Budapest,2026-07-26,https://en.wikipedia.org/wiki/2026_Hungarian_Grand_Prix
2026,12,Dutch Grand Prix,zandvoort,Circuit Park Zandvoort,Netherlands,Zandvoort,2026-08-23,https://en.wikipedia.org/wiki/2026_Dutch_Grand_Prix
2026,13,Italian Grand Prix,monza,Autodromo Nazionale di Monza,Italy,Monza,2026-09-06,https://en.wikipedia.org/wiki/2026_Italian_Grand_Prix
2026,14,Spanish Grand Prix,madring,Madring,Spain,Madrid,2026-09-13,https://en.wikipedia.org/wiki/2026_Spanish_Grand_Prix
2026,15,Azerbaijan Grand Prix,baku,Baku City Circuit,Azerbaijan,Baku,2026-09-26,https://en.wikipedia.org/wiki/2026_Azerbaijan_Grand_Prix
2026,16,Singapore Grand Prix,marina_bay,Marina Bay Street Circuit,Singapore,Marina Bay,2026-10-11,https://en.wikipedia.org/wiki/2026_Singapore_Grand_Prix
2026,17,United States Grand Prix,americas,Circuit of the Americas,USA,Austin,2026-10-25,https://en.wikipedia.org/wiki/2026_United_States_Grand_Prix
2026,18,Mexico City Grand Prix,rodriguez,Autódromo Hermanos Rodríguez,Mexico,Mexico City,2026-11-01,https://en.wikipedia.org/wiki/2026_Mexico_City_Grand_Prix
2026,19,Brazilian Grand Prix,interlagos,Autódromo José Carlos Pace,Brazil,São Paulo,2026-11-08,https://en.wikipedia.org/wiki/2026_Brazilian_Grand_Prix
2026,20,Las Vegas Grand Prix,vegas,Las Vegas Strip Street Circuit,USA,Las Vegas,2026-11-22,https://en.wikipedia.org/wiki/2026_Las_Vegas_Grand_Prix
2026,21,Qatar Grand Prix,losail,Losail International Circuit,Qatar,Lusail,2026-11-29,https://en.wikipedia.org/wiki/2026_Qatar_Grand_Prix
2026,22,Abu Dhabi Grand Prix,yas_marina,Yas Marina Circuit,UAE,Abu Dhabi,2026-12-06,https://en.wikipedia.org/wiki/2026_Abu_Dhabi_Grand_Prix
